first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,,,,,,Rank,Value,,,
Gardie,Crellim,Male,58,1975-09-12,47,Biostatistician IV,Manufacturing,High Net Worth,N,No,8,564 Forest Dale Avenue,3161,VIC,Australia,12,1.04,1.04,1.3,1.3,51,84,1.328125,,,
Peria,Rantoull,Female,3,1975-03-13,47,Financial Analyst,Financial Services,Mass Customer,N,No,4,8350 Moulton Terrace,4500,QLD,Australia,4,0.95,0.95,0.95,0.8075,82,120,1.2625,,,
Ricki,Dobrowski,Male,13,1975-03-10,47,Civil Engineer,Manufacturing,Mass Customer,N,Yes,9,8 Eggendart Pass,2835,NSW,Australia,1,0.95,1.1875,1.1875,1.009375,87,127,1.25,,,
Welby,Lourenco,Male,6,1975-12-27,47,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,17,801 Atwood Alley,2138,NSW,Australia,9,1.03,1.2875,1.609375,1.609375,103,144,1.234375,,,
Keriann,Newham,Female,71,1975-03-26,47,Assistant Manager,Financial Services,Mass Customer,N,No,5,0193 Northland Street,4179,QLD,Australia,9,0.71,0.71,0.8875,0.754375,139,177,1.1625,,,
Sunny,Christescu,Female,90,1975-03-12,47,Cost Accountant,Financial Services,Mass Customer,N,No,11,6668 Blue Bill Park Plaza,2209,NSW,Australia,10,0.74,0.74,0.925,0.78625,212,250,1.075,,,
Lincoln,Boler,Male,53,1976-01-24,47,Chief Design Engineer,n/a,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,1.06,1.06,1.06,1.06,314,338,0.99609375,,,
Kylynn,Drowsfield,Female,80,1975-03-28,47,Editor,n/a,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,0.53,0.6625,0.828125,0.828125,314,338,0.99609375,,,
Ian,Rabat,Male,54,1975-08-04,47,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,0.69,0.69,0.8625,0.8625,361,372,0.966875,,,
Marilin,Frome,Female,58,1975-12-22,47,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,0.48,0.6,0.75,0.6375,#REF!,430,0.9095,,,
Bevvy,Openshaw,Female,68,1975-06-15,47,Staff Scientist,n/a,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,0.75,0.9375,0.9375,0.9375,#REF!,486,0.875,,,
Alexina,Mabley,Female,72,1975-10-12,47,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,0.6,0.75,0.9375,0.796875,#REF!,486,0.875,,,
Kissiah,Foat,Female,30,1975-09-11,47,Graphic Designer,n/a,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,0.52,0.65,0.8125,0.690625,#REF!,504,0.85,,,
Elvira,Darthe,Female,10,1975-04-08,47,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,0.54,0.54,0.675,0.675,#REF!,536,0.825,,,
Reiko,Degenhardt,Female,83,1976-01-16,47,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,0.54,0.675,0.84375,0.84375,#REF!,552,0.816,,,
Leisha,McConway,Female,3,1975-10-31,47,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,0.8,1,1,0.85,#REF!,632,0.74,,,
Roldan,Raybould,Male,27,1975-11-18,47,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,0.41,0.41,0.41,0.3485,#REF!,700,0.6875,,,
Miran,Runchman,Female,47,1975-07-09,47,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,0.98,0.98,0.98,0.833,#REF!,708,0.68,,,
Micheil,Fleote,Male,48,1975-09-20,47,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,0.93,0.93,1.1625,1.1625,#REF!,739,0.66,,,
Mikol,Eck,Male,99,1975-07-25,47,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,0.64,0.8,1,0.85,#REF!,748,0.65078125,,,
Aleece,Feige,Female,49,1975-09-16,47,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,0.75,0.75,0.9375,0.796875,#REF!,904,0.5,,,
Sonia,Dunstall,Female,0,1975-07-30,47,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,0.95,0.95,1.1875,1.009375,#REF!,960,0.442,,,
Ardelis,Forrester,Female,10,1974-08-28,48,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,10,5 Colorado Crossing,3505,VIC,Australia,5,1.02,1.02,1.02,1.02,1,1,1.71875,,,
Hasheem,Groucock,Male,98,1974-09-17,48,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,N,Yes,10,12351 Spenser Pass,2034,NSW,Australia,12,0.96,1.2,1.5,1.5,42,72,1.35,,,
Dorian,Rustman,Male,78,1974-12-09,48,Junior Executive,Manufacturing,Mass Customer,N,No,18,6156 Summit Center,4352,QLD,Australia,7,0.67,0.67,0.67,0.5695,137,181,1.158125,,,
Harlin,Mazin,Male,34,1974-03-25,48,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,13,735 Westridge Road,2454,NSW,Australia,7,0.72,0.9,0.9,0.765,137,181,1.158125,,,
Ferdy,Hornung,Male,57,1974-05-14,48,Analog Circuit Design manager,Entertainment,High Net Worth,N,No,18,0686 Hallows Trail,4506,QLD,Australia,3,1.06,1.06,1.06,1.06,208,250,1.075,,,
Brynna,Tivers,Female,81,1974-08-09,48,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,0.44,0.44,0.55,0.4675,269,304,1.025,,,
Rowan,Summerly,Male,4,1974-07-05,48,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,0.99,0.99,1.2375,1.051875,354,372,0.966875,,,
Link,Gorini,Male,60,1974-11-09,48,,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,0.66,0.66,0.66,0.66,357,375,0.96,,,
Sada,Branton,Female,34,1974-06-24,48,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,0.48,0.48,0.48,0.48,360,378,0.95625,,,
Jobie,Runacres,Female,96,1975-01-08,48,Developer IV,n/a,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,0.59,0.7375,0.921875,0.78359375,#REF!,427,0.9125,,,
Kipper,Circuit,Male,23,1974-12-12,48,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,0.57,0.7125,0.7125,0.605625,#REF!,430,0.9095,,,
Rodolph,Denniss,Male,28,1974-08-07,48,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,0.74,0.925,0.925,0.925,#REF!,436,0.903125,,,
Deana,Canton,Female,67,1974-11-25,48,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,0.56,0.7,0.7,0.595,#REF!,455,0.8925,,,
Cariotta,,Female,10,1974-08-19,48,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,0.79,0.9875,0.9875,0.9875,#REF!,502,0.8585,,,
Fredia,Favelle,Female,94,1974-08-29,48,Teacher,n/a,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,0.46,0.575,0.71875,0.6109375,#REF!,507,0.85,,,
Ethelred,Sissel,Male,83,1974-12-25,48,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,0.8,0.8,1,1,#REF!,587,0.78625,,,
Lillis,Eshmade,Female,50,1974-10-12,48,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,0.56,0.7,0.7,0.595,#REF!,668,0.7055,,,
Jillane,Simion,Female,8,1974-07-03,48,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,0.4,0.4,0.4,0.4,#REF!,700,0.6875,,,
Mandie,MacAdie,Female,39,1974-12-25,48,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,0.43,0.43,0.5375,0.5375,#REF!,700,0.6875,,,
Glenda,Eliet,Female,87,1974-06-17,48,Quality Control Specialist,n/a,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,0.52,0.52,0.65,0.5525,#REF!,755,0.64,,,
Rosene,Beckey,Female,25,1974-05-21,48,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,0.42,0.525,0.65625,0.5578125,#REF!,801,0.59765625,,,
Randall,Mason,Male,95,1974-07-28,48,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,0.97,1.2125,1.515625,1.28828125,#REF!,870,0.544,,,
Babara,Sissel,Female,50,1974-06-08,48,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,0.54,0.675,0.84375,0.7171875,#REF!,871,0.541875,,,
Rodolphe,Glenton,Male,88,1974-09-28,48,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,0.97,0.97,1.2125,1.2125,#REF!,871,0.541875,,,
Martino,Scoles,Male,18,1975-01-19,48,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,0.62,0.62,0.62,0.527,#REF!,930,0.478125,,,
Claudetta,Ricciardiello,Female,61,1974-04-30,48,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,0.58,0.725,0.725,0.61625,#REF!,939,0.4675,,,
Harland,Messenger,Male,90,1974-05-28,48,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,0.57,0.57,0.7125,0.605625,#REF!,944,0.46,,,
Jammie,Seldner,Female,42,1975-02-25,48,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,0.96,1.2,1.5,1.275,#REF!,963,0.44,,,
Bryan,Jachtym,Male,59,1974-05-15,48,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,0.97,1.2125,1.2125,1.030625,#REF!,988,0.3995,,,
Katheryn,Kinner,Female,15,1973-11-28,49,Analyst Programmer,Entertainment,High Net Worth,N,No,6,1665 Kenwood Center,2518,NSW,Australia,6,0.84,0.84,0.84,0.84,41,78,1.3375,,,
Elvira,Kurten,Female,65,1973-03-18,49,Assistant Professor,Financial Services,High Net Worth,N,No,12,65 Ridge Oak Court,2471,NSW,Australia,3,0.48,0.48,0.48,0.48,118,166,1.175,,,
Brigitte,Whellams,Female,67,1973-05-09,49,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,17,77785 Veith Lane,2766,NSW,Australia,8,0.55,0.6875,0.6875,0.584375,137,188,1.15625,,,
Farra,Matyushkin,Female,18,1974-01-24,49,VP Quality Control,Manufacturing,High Net Worth,N,Yes,9,52761 Portage Crossing,3170,VIC,Australia,9,0.66,0.825,1.03125,1.03125,191,241,1.0875,,,
Antonietta,Egle,Female,82,1973-09-25,49,Actuary,Financial Services,Mass Customer,N,No,7,590 Hagan Parkway,3805,VIC,Australia,7,1.06,1.06,1.325,1.12625,212,259,1.0625,,,
Isadora,Ducker,Female,15,1973-08-25,49,Account Executive,n/a,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,0.89,1.1125,1.1125,1.1125,359,386,0.945625,,,
Skipp,Swales,Male,15,1973-11-14,49,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,0.4,0.5,0.5,0.5,430,436,0.903125,,,
Inglebert,Aspinal,Male,4,1973-10-13,49,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,0.99,0.99,0.99,0.8415,#REF!,507,0.85,,,
Ivy,Farr,Female,56,1973-07-03,49,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,0.47,0.47,0.5875,0.5875,#REF!,530,0.82875,,,
Marinna,Kauschke,Female,21,1973-03-15,49,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,0.56,0.7,0.7,0.7,#REF!,595,0.775625,,,
Beverlee,Ungerechts,Female,49,1973-10-03,49,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,0.56,0.56,0.56,0.476,#REF!,617,0.754375,,,
Marissa,O'Scandall,Female,17,1973-07-13,49,,n/a,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,1.03,1.2875,1.2875,1.2875,#REF!,626,0.74375,,,
Harvey,Dwelley,Male,70,1973-08-30,49,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,0.74,0.74,0.925,0.925,#REF!,691,0.690625,,,
Suzy,Bussens,Female,44,1973-04-29,49,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,1.02,1.02,1.275,1.08375,#REF!,700,0.6875,,,
Sinclair,Wark,Male,68,1974-02-21,49,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,0.87,1.0875,1.359375,1.15546875,#REF!,741,0.65875,,,
Stephani,Sidsaff,Female,32,1973-09-29,49,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,0.54,0.675,0.84375,0.7171875,#REF!,755,0.64,,,
Leighton,Firbanks,Male,51,1973-12-22,49,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,0.46,0.46,0.46,0.46,#REF!,760,0.6375,,,
Eachelle,Noirel,Female,93,1974-01-26,49,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,0.9,1.125,1.40625,1.40625,#REF!,791,0.612,,,
Carl,Troyes,Male,4,1973-03-12,49,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,1.09,1.09,1.3625,1.158125,#REF!,791,0.612,,,
Becky,Lassen,Female,11,1973-05-11,49,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,0.99,1.2375,1.2375,1.051875,#REF!,820,0.584375,,,
Ellie,Toope,Female,29,1973-08-11,49,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,0.78,0.975,1.21875,1.21875,#REF!,832,0.575,,,
Maris,Leete,Female,21,1973-04-14,49,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,0.79,0.79,0.79,0.6715,#REF!,845,0.563125,,,
Brigg,Himsworth,Male,63,1973-10-10,49,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,0.62,0.775,0.775,0.65875,#REF!,882,0.5355,,,
Denny,Spleving,Female,84,1973-05-13,49,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,1.02,1.275,1.59375,1.59375,#REF!,904,0.5,,,
Olia,O' Mullan,Female,77,1973-03-24,49,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,0.61,0.61,0.61,0.5185,#REF!,904,0.5,,,
Lezlie,Clemits,Female,2,1973-05-30,49,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,0.41,0.5125,0.640625,0.54453125,#REF!,924,0.48875,,,
Renie,Laundon,Female,32,1973-12-18,49,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,0.63,0.7875,0.7875,0.669375,#REF!,993,0.391,,,
Nancie,Vian,Female,74,1972-12-27,50,Human Resources Assistant II,Retail,Mass Customer,N,Yes,10,85 Carioca Point,4814,QLD,Australia,5,0.8,1,1,0.85,5,8,1.65625,,,
Duff,Karlowicz,Male,50,1972-04-28,50,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,5,717 West Drive,2200,NSW,Australia,10,0.87,1.0875,1.359375,1.15546875,5,8,1.65625,,,
Marylou,Kirkup,Female,51,1972-10-31,50,VP Product Management,n/a,Mass Customer,N,No,14,76733 Sunbrook Terrace,3196,VIC,Australia,9,0.65,0.65,0.8125,0.690625,28,57,1.375,,,
Bengt,Bilson,Male,26,1972-11-02,50,Structural Engineer,Manufacturing,High Net Worth,N,No,11,67 Grayhawk Circle,2232,NSW,Australia,10,0.6,0.6,0.75,0.75,51,99,1.296875,,,
Lyon,Brittan,Male,14,1972-04-23,50,Sales Representative,Retail,High Net Worth,N,No,19,540 Sachs Road,3153,VIC,Australia,8,0.77,0.77,0.77,0.77,53,104,1.2875,,,
Vincent,Jopke,Male,6,1972-03-10,50,Analog Circuit Design manager,Property,Affluent Customer,N,No,16,45788 Stang Plaza,3687,VIC,Australia,3,0.59,0.59,0.59,0.59,135,195,1.1475,,,
Paquito,Atwood,Male,15,1972-07-30,50,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,0.81,0.81,0.81,0.81,238,291,1.0359375,,,
Carry,Costi,Female,32,1972-11-26,50,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,0.43,0.43,0.43,0.3655,286,329,1,,,
Melany,Ladewig,Female,76,1972-05-17,50,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,1.07,1.3375,1.3375,1.136875,427,444,0.9,,,
Dory,Malpass,Female,19,1972-08-27,50,,n/a,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,0.86,1.075,1.075,1.075,448,455,0.8925,,,
Thorn,Stigers,Male,42,1972-05-19,50,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,0.78,0.78,0.78,0.663,460,466,0.89,,,
Genni,Fanstone,Female,25,1972-07-29,50,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,0.46,0.46,0.575,0.48875,471,475,0.881875,,,
Joline,Skipperbottom,Female,59,1972-06-27,50,Desktop Support Technician,n/a,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,0.93,0.93,1.1625,1.1625,#REF!,529,0.83,,,
Sammy,Borsi,Female,99,1972-04-27,50,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,0.5,0.5,0.625,0.53125,#REF!,546,0.8234375,,,
Morganica,Ainsbury,Female,37,1973-01-06,50,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,0.69,0.8625,1.078125,1.078125,#REF!,546,0.8234375,,,
Worthington,Ahmed,Male,79,1972-03-24,50,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,0.65,0.65,0.65,0.65,#REF!,555,0.8125,,,
Cordi,Thornton,Female,47,1973-01-04,50,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,1.04,1.04,1.3,1.105,#REF!,575,0.796875,,,
Caitrin,Critten,Female,45,1973-01-29,50,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,0.76,0.95,0.95,0.8075,#REF!,603,0.7703125,,,
Marc,Keunemann,Male,57,1972-09-04,50,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,0.7,0.875,0.875,0.875,#REF!,708,0.68,,,
Jaimie,Lancastle,Male,71,1972-10-23,50,VP Marketing,n/a,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,0.74,0.925,0.925,0.78625,#REF!,722,0.6715,,,
Yuma,Dennick,Male,40,1972-11-10,50,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,0.88,1.1,1.1,0.935,#REF!,778,0.625,,,
Karney,Burstow,Male,51,1972-07-02,50,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,1.08,1.35,1.6875,1.434375,#REF!,888,0.525,,,
Jedediah,Kedie,Male,31,1971-12-29,51,Developer I,Argiculture,Mass Customer,N,Yes,9,283 Acker Drive,2763,NSW,Australia,9,0.57,0.7125,0.890625,0.75703125,30,62,1.36796875,,,
Chanda,Mensler,Female,15,1972-01-14,51,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,13,0 Mockingbird Plaza,2212,NSW,Australia,10,0.52,0.65,0.8125,0.690625,38,78,1.3375,,,
Sid,Carlone,Male,24,1971-08-18,51,Structural Engineer,Health,Affluent Customer,N,No,16,76 Sunnyside Avenue,4670,QLD,Australia,2,0.48,0.48,0.48,0.48,45,89,1.3125,,,
Bernardine,Delmonti,Female,39,1971-03-31,51,,Property,Mass Customer,N,No,17,0721 Meadow Ridge Pass,2540,NSW,Australia,8,0.4,0.4,0.4,0.34,85,146,1.225,,,
Reggie,Kernar,Female,26,1971-11-28,51,Senior Editor,Financial Services,High Net Worth,N,No,17,90 Northport Hill,2228,NSW,Australia,10,0.89,0.89,1.1125,1.1125,120,181,1.158125,,,
Ellsworth,Andrieux,Male,49,1971-04-26,51,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10,08912 Carberry Place,4036,QLD,Australia,7,0.69,0.8625,0.8625,0.8625,184,248,1.078125,,,
Kaela,Romaines,Female,41,1971-11-27,51,Geological Engineer,Manufacturing,High Net Worth,N,No,19,9193 Prairieview Drive,2155,NSW,Australia,10,0.43,0.43,0.5375,0.5375,198,259,1.0625,,,
Lark,Gonet,Female,89,1972-01-17,51,Database Administrator II,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,Australia,8,0.47,0.47,0.5875,0.5875,199,259,1.0625,,,
Verla,Dumingos,Female,26,1971-09-18,51,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,0.73,0.9125,0.9125,0.775625,223,282,1.04921875,,,
Aldric,Birney,Male,21,1971-08-19,51,,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,0.73,0.9125,0.9125,0.775625,255,310,1.02265625,,,
Daisi,Tinwell,Female,84,1971-12-24,51,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,0.7,0.7,0.875,0.74375,319,366,0.975,,,
Andee,Huke,Female,91,1971-06-28,51,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,0.54,0.54,0.675,0.57375,#REF!,515,0.839375,,,
Seymour,Fellibrand,Male,28,1971-10-11,51,Structural Analysis Engineer,n/a,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,0.69,0.8625,0.8625,0.8625,#REF!,708,0.68,,,
Tessa,Heakey,Female,43,1971-05-31,51,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,0.91,0.91,0.91,0.7735,#REF!,820,0.584375,,,
Carr,Hopkynson,Male,64,1971-10-18,51,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,0.69,0.69,0.69,0.69,#REF!,888,0.525,,,
Cicily,Hast,Female,63,1971-04-26,51,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,1.03,1.2875,1.2875,1.2875,#REF!,939,0.4675,,,
Morly,Genery,Male,69,1970-03-22,52,Structural Engineer,Property,Mass Customer,N,No,16,14 Mccormick Park,2113,NSW,Australia,11,0.84,0.84,1.05,0.8925,1,1,1.71875,,,
Padraig,Snel,Male,89,1970-11-08,52,Staff Accountant II,n/a,Mass Customer,N,No,19,12683 Mifflin Point,2114,NSW,Australia,7,0.82,0.82,1.025,0.87125,73,133,1.2375,,,
Allyson,Petchell,Female,16,1970-03-19,52,Human Resources Manager,Telecommunications,High Net Worth,N,No,10,98221 Pennsylvania Place,2170,NSW,Australia,8,0.68,0.68,0.68,0.68,124,191,1.15,,,
Rupert,Marrow,Male,73,1970-08-08,52,,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8,0.91,0.91,0.91,0.91,238,297,1.030625,,,
Otis,,Male,59,1971-01-11,52,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,0.67,0.67,0.8375,0.8375,305,358,0.98,,,
Lela,Billing,Female,38,1970-12-17,52,Programmer Analyst III,n/a,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,0.74,0.925,0.925,0.78625,448,468,0.88984375,,,
Jamison,Cashin,Male,70,1970-05-19,52,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,1.09,1.3625,1.3625,1.158125,#REF!,609,0.7625,,,
Averil,Ackery,Male,93,1970-09-09,52,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,0.87,1.0875,1.359375,1.15546875,#REF!,676,0.70125,,,
Hallsy,Voysey,Male,83,1970-03-11,52,Business Systems Development Analyst,n/a,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,0.92,0.92,1.15,0.9775,#REF!,725,0.669375,,,
Phyllis,Wibberley,Female,7,1971-01-10,52,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,0.87,0.87,1.0875,1.0875,#REF!,750,0.65,,,
Pancho,Edis,Male,1,1970-12-30,52,Assistant Professor,n/a,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,0.43,0.43,0.43,0.3655,#REF!,899,0.51,,,
Michal,Bryan,Female,1,1969-11-09,53,,Manufacturing,Mass Customer,N,Yes,16,4275 Bluestem Pass,4000,QLD,Australia,8.00,0.72,0.9,0.9,0.765,51,104,1.2875,,,
Teddy,Lagadu,Female,86,1969-07-20,53,Design Engineer,n/a,High Net Worth,N,No,6,2 Charing Cross Trail,2759,NSW,Australia,8,0.69,0.69,0.8625,0.8625,61,120,1.2625,,,
Christie,Anders,Male,38,1969-10-02,53,VP Marketing,Retail,Mass Customer,N,No,16,48 Ludington Plaza,2153,NSW,Australia,10,1.1,1.1,1.375,1.16875,79,146,1.225,,,
Agnella,Capener,Female,58,1969-05-21,53,Teacher,Health,High Net Worth,N,No,19,49185 Derek Circle,3977,VIC,Australia,6,0.57,0.57,0.57,0.57,79,146,1.225,,,
